date,seconds,weather,simulation
19.05.2016 21:13,1823100,30.67,30.806076
19.05.2016 22:25,1827396,30.64,30.720704
19.05.2016 23:37,1831692,30.69,30.697508
20.05.2016 00:48,1835989,30.92,30.720898
20.05.2016 01:48,1839589,30.97,31.381112
20.05.2016 02:48,1843189,31.04,32.479166
20.05.2016 03:48,1846789,31.01,33.168526
20.05.2016 04:48,1850389,31.05,33.618177
20.05.2016 05:48,1853989,31.1,33.995131
20.05.2016 06:48,1857589,31.02,34.239425
20.05.2016 08:00,1861907,30.99,34.305328
20.05.2016 09:12,1866226,30.95,34.123606
20.05.2016 10:24,1870545,30.84,33.743533
20.05.2016 11:36,1874864,30.76,33.145973
20.05.2016 12:48,1879183,30.73,32.241016
20.05.2016 13:48,1882788,30.64,31.032328
20.05.2016 14:48,1886394,30.63,30.938357
20.05.2016 15:48,1890000,30.64,30.910275
20.05.2016 16:48,1893606,30.71,30.895427
20.05.2016 17:49,1897212,30.66,30.913751
20.05.2016 18:49,1900818,30.39,30.875495
20.05.2016 19:49,1904422,30.49,30.73091
20.05.2016 20:49,1908027,30.45,30.764541
20.05.2016 21:49,1911632,30.5,30.735102
20.05.2016 22:49,1915237,30.68,30.747249
20.05.2016 23:49,1918842,30.75,30.82777
21.05.2016 00:49,1922447,30.78,30.857403
21.05.2016 01:49,1926055,30.82,30.915149
21.05.2016 02:49,1929664,30.75,32.121358
21.05.2016 03:50,1933272,30.63,32.759585
21.05.2016 04:50,1936881,30.67,33.151467
21.05.2016 05:50,1940489,30.64,33.476605
21.05.2016 06:50,1944098,30.67,33.679459
21.05.2016 08:02,1948411,30.74,33.858722
21.05.2016 09:14,1952725,30.77,33.833229
21.05.2016 10:26,1957038,30.94,33.627536
21.05.2016 11:38,1961352,30.89,33.360793
21.05.2016 12:49,1965666,30.23,32.693888
21.05.2016 14:01,1969981,30.2,31.089811
21.05.2016 15:13,1974296,30.12,30.797604
21.05.2016 16:25,1978611,30.12,30.72744
21.05.2016 17:37,1982926,30.25,30.701349
21.05.2016 18:49,1987242,30.14,30.741183
21.05.2016 19:49,1990842,30.03,30.671928
21.05.2016 20:49,1994443,29.95,30.605904
21.05.2016 21:49,1998043,30.04,30.553173
21.05.2016 22:49,2001644,29.2,30.581586
21.05.2016 23:49,2005245,28.94,30.176204
22.05.2016 00:49,2008846,29.36,30.0341
22.05.2016 01:49,2012448,29.36,30.207088
22.05.2016 02:49,2016051,29.59,30.976812
22.05.2016 03:49,2019653,29.58,31.960479
22.05.2016 04:49,2023256,29.79,32.486574
22.05.2016 05:49,2026858,30.36,32.992038
22.05.2016 06:49,2030461,30.53,33.57262
22.05.2016 07:49,2034066,30.75,33.583437
22.05.2016 08:50,2037671,30.86,33.754813
22.05.2016 09:50,2041276,30.71,33.761705
22.05.2016 10:50,2044881,30.49,33.517648
22.05.2016 11:50,2048486,30.32,33.130179
22.05.2016 12:50,2052092,30.51,32.629833
22.05.2016 14:02,2056397,30.63,31.850066
22.05.2016 15:13,2060702,30.76,31.02301
22.05.2016 16:25,2065007,30.35,31.060229
22.05.2016 17:37,2069312,30.33,30.843033
22.05.2016 18:49,2073618,30.55,30.812436
22.05.2016 19:49,2077223,30.84,30.900899
22.05.2016 20:49,2080828,31.19,31.029825
22.05.2016 21:49,2084433,31.15,31.209657
22.05.2016 22:49,2088038,31.26,31.182347
22.05.2016 23:49,2091643,31.26,31.248269
23.05.2016 00:49,2095248,31.65,31.246311
23.05.2016 01:49,2098848,31.72,31.519743
23.05.2016 02:49,2102448,31.76,31.638183
23.05.2016 03:49,2106048,31.73,32.688371
23.05.2016 04:49,2109648,31.69,33.279925
23.05.2016 05:49,2113248,31.66,33.656939
23.05.2016 06:49,2116849,31.84,33.906337
23.05.2016 07:49,2120456,31.71,35.063945
23.05.2016 08:49,2124064,31.9,35.136059
23.05.2016 09:50,2127671,32.07,35.236855
23.05.2016 10:50,2131279,32.13,35.16826
23.05.2016 11:50,2134886,32,34.85519
23.05.2016 12:50,2138494,31.87,34.280626
23.05.2016 14:02,2142792,31.98,33.242018
23.05.2016 15:13,2147091,32.16,32.025873
23.05.2016 16:25,2151390,32.18,32.056258
23.05.2016 17:36,2155689,31.81,32.059625
23.05.2016 18:48,2159988,31.55,31.794603
23.05.2016 19:48,2163588,31.04,31.623417
23.05.2016 20:48,2167188,30.75,31.349899
23.05.2016 21:48,2170788,30.65,31.192441
23.05.2016 22:48,2174388,30.16,31.128219
23.05.2016 23:48,2177988,29.9,30.880047
24.05.2016 00:48,2181588,30.72,30.73723
24.05.2016 01:48,2185198,31,31.104246
24.05.2016 02:48,2188808,30.5,31.229324
24.05.2016 03:49,2192418,32,31.844183
24.05.2016 04:49,2196028,35,33.483691
24.05.2016 05:49,2199638,37.2,35.967629
24.05.2016 06:49,2203248,37,37.937717
24.05.2016 07:49,2206866,36,38.117819
24.05.2016 08:50,2210484,36.9,37.677412
24.05.2016 09:50,2214102,36,38.326957
24.05.2016 10:50,2217721,37,37.631463
24.05.2016 11:51,2221339,36.2,38.064386
24.05.2016 12:51,2224958,36,37.164247
24.05.2016 13:56,2228879,35,36.523062
24.05.2016 15:02,2232801,23.1,34.981556
24.05.2016 16:07,2236722,22,27.978286
24.05.2016 17:12,2240644,28,27.311797
24.05.2016 18:18,2244566,26.9,30.068703
24.05.2016 19:23,2248487,26,29.495608
24.05.2016 20:28,2252409,26,29.009761
24.05.2016 21:34,2256331,31,28.950466
24.05.2016 22:39,2260252,30,31.274309
24.05.2016 23:45,2264174,29.4,30.805451
25.05.2016 00:50,2268096,29,30.512971
25.05.2016 02:02,2272398,29,30.310938
25.05.2016 03:13,2276701,28.2,30.417131
25.05.2016 04:25,2281003,27,31.415911
25.05.2016 05:37,2285306,30.5,31.651869
25.05.2016 06:48,2289609,32,34.282733
25.05.2016 07:49,2293214,33,57.21416
25.05.2016 08:49,2296820,34.5,48.641798
25.05.2016 09:49,2300426,33,51.712341
25.05.2016 10:49,2304032,34,49.619192
25.05.2016 11:49,2307638,33.4,49.214523
25.05.2016 12:49,2311244,33,46.701978
25.05.2016 14:01,2315552,31,42.935187
25.05.2016 15:13,2319861,30.6,36.533288
25.05.2016 16:24,2324170,29,32.512635
25.05.2016 17:36,2328479,28.4,31.778114
25.05.2016 18:48,2332788,28,31.440059
25.05.2016 19:48,2336402,28,30.773734
25.05.2016 20:49,2340016,27.5,30.694228
25.05.2016 21:49,2343630,28,30.382708
25.05.2016 22:49,2347245,28,30.550136
25.05.2016 23:49,2350859,27,30.494124
26.05.2016 00:50,2354474,26,29.965338
26.05.2016 01:55,2358398,26,29.414698
26.05.2016 03:00,2362322,21.4,29.353502
26.05.2016 04:06,2366246,22,28.152603
26.05.2016 05:11,2370171,25,29.127316
26.05.2016 06:17,2374095,27.6,31.031865
26.05.2016 07:22,2378019,29,32.716406
26.05.2016 08:27,2381943,32,33.721603
26.05.2016 09:33,2385868,33,35.804832
26.05.2016 10:38,2389792,34,36.445488
26.05.2016 11:44,2393716,32.8,36.876436
26.05.2016 12:49,2397641,32,35.641145
26.05.2016 13:54,2401563,31,34.484348
26.05.2016 15:00,2405485,29.8,33.19469
26.05.2016 16:05,2409408,29,31.345229
26.05.2016 17:10,2413330,30,30.82954
26.05.2016 18:16,2417253,29,31.255695
26.05.2016 19:21,2421175,28,30.748529
26.05.2016 20:27,2425098,28,30.23215
26.05.2016 21:32,2429020,26,30.187419
26.05.2016 22:37,2432943,26,29.195831
26.05.2016 23:43,2436865,26,29.135913
27.05.2016 00:48,2440788,25,29.079767
27.05.2016 01:48,2444401,24,28.564217
27.05.2016 02:49,2448015,24.3,28.036847
27.05.2016 03:49,2451628,24,28.789564
27.05.2016 04:49,2455242,25,29.532953
27.05.2016 05:49,2458856,26.1,30.59785
27.05.2016 06:49,2462470,24,31.587156
27.05.2016 07:49,2466070,25,30.80814
27.05.2016 08:50,2469671,25,31.503533
27.05.2016 09:50,2473271,25,31.580687
27.05.2016 10:50,2476872,26,31.535614
27.05.2016 11:50,2480473,27,31.891543
27.05.2016 12:50,2484073,28,32.142155
27.05.2016 13:50,2487674,28,32.239814
27.05.2016 14:50,2491275,28,31.65961
27.05.2016 15:50,2494875,28,30.786241
27.05.2016 16:50,2498476,27,29.922371
27.05.2016 17:50,2502077,25.6,29.41465
27.05.2016 18:50,2505678,25,28.708983
27.05.2016 20:02,2509996,24,28.945402
27.05.2016 21:14,2514315,23,28.355889
27.05.2016 22:26,2518633,22,27.893399
27.05.2016 23:38,2522952,21.7,27.407238
28.05.2016 00:50,2527271,22,27.245405
28.05.2016 02:01,2531578,24,26.588315
28.05.2016 03:13,2535885,23.4,27.516983
28.05.2016 04:25,2540192,23,27.998754
28.05.2016 05:37,2544499,28.6,28.159907
28.05.2016 06:48,2548807,29,31.198029
28.05.2016 07:48,2552407,30,31.821817
28.05.2016 08:48,2556007,30.8,32.464031
28.05.2016 09:48,2559607,31,32.977117
28.05.2016 10:48,2563208,32,33.094408
28.05.2016 11:48,2566808,31.4,33.603093
28.05.2016 12:48,2570408,29,33.152633
28.05.2016 13:48,2574008,29,31.71298
28.05.2016 14:48,2577609,29.8,31.369961
28.05.2016 15:48,2581209,28,31.211499
28.05.2016 16:48,2584809,23,29.678772
28.05.2016 17:48,2588409,22.4,27.237985
28.05.2016 18:48,2592010,22,26.876089
28.05.2016 20:00,2596325,22,27.510278
28.05.2016 21:12,2600641,21.6,27.2006
28.05.2016 22:24,2604956,21,26.984486
28.05.2016 23:36,2609272,21,26.650668
29.05.2016 00:48,2613588,21,26.625452
29.05.2016 01:48,2617188,21,26.564371
29.05.2016 02:48,2620788,20.2,26.522415
29.05.2016 03:48,2624388,20,28.7597
29.05.2016 04:48,2627988,20,33.242967
29.05.2016 05:48,2631588,21.4,36.478754
29.05.2016 06:48,2635188,23,40.031468
29.05.2016 07:48,2638790,23,30.011045
29.05.2016 08:48,2642393,23.4,30.21013
29.05.2016 09:48,2645995,24,30.501618
29.05.2016 10:48,2649598,25,30.792053
29.05.2016 11:48,2653200,24.8,31.168232
29.05.2016 12:48,2656803,25,30.784912
29.05.2016 13:48,2660405,25,30.474596
29.05.2016 14:48,2664008,23.8,29.942822
29.05.2016 15:48,2667610,23,28.578836
29.05.2016 16:49,2671213,22,27.043292
29.05.2016 17:49,2674815,21.7,26.454406
29.05.2016 18:49,2678418,21,26.240816
29.05.2016 19:49,2682018,21,25.80952
29.05.2016 20:49,2685618,20.9,25.742242
29.05.2016 21:49,2689218,21,25.632197
29.05.2016 22:49,2692818,20,25.624953
29.05.2016 23:49,2696418,19.6,25.09552
30.05.2016 00:49,2700018,19,24.843369
30.05.2016 01:49,2703638,19,24.490272
30.05.2016 02:49,2707258,18.6,24.429461
30.05.2016 03:50,2710878,18,24.465473
30.05.2016 04:50,2714498,19,24.954303
30.05.2016 05:50,2718118,22.8,25.893619
30.05.2016 06:51,2721739,29,28.064046
30.05.2016 08:02,2726039,28,31.606342
30.05.2016 09:14,2730339,25.7,31.294074
30.05.2016 10:26,2734639,26,30.194045
30.05.2016 11:37,2738939,32,30.325939
30.05.2016 12:49,2743240,31,33.728107
30.05.2016 13:49,2746845,31,32.821287
30.05.2016 14:49,2750450,29,32.506284
30.05.2016 15:49,2754055,29,30.961907
30.05.2016 16:49,2757661,27,30.209667
30.05.2016 17:49,2761266,20.6,28.59479
30.05.2016 18:50,2764872,19,25.493359
30.05.2016 20:01,2769175,18,24.617255
30.05.2016 21:13,2773478,17,24.026138
30.05.2016 22:25,2777782,21.3,23.437061
30.05.2016 23:36,2782085,21.13,25.413165
31.05.2016 00:48,2786389,20.47,25.285373
31.05.2016 01:48,2789993,20.48,24.929813
31.05.2016 02:48,2793598,20.61,24.891099
31.05.2016 03:48,2797203,18.6,24.912743
31.05.2016 04:48,2800808,18.6,24.572021
31.05.2016 05:49,2804413,20.6,25.164069
31.05.2016 06:49,2808018,21,26.499133
31.05.2016 07:49,2811627,21.2,27.048549
31.05.2016 08:49,2815236,23,27.37046
31.05.2016 09:49,2818845,23.2,28.409173
31.05.2016 10:49,2822455,27,28.602243
31.05.2016 11:49,2826064,22,30.629468
31.05.2016 12:50,2829673,21,27.978559
31.05.2016 13:50,2833283,21.2,27.324169
31.05.2016 14:50,2836892,22,27.168305
31.05.2016 15:50,2840501,22,27.21015
31.05.2016 16:50,2844111,18.6,26.705975
31.05.2016 17:50,2847720,18.2,24.231191
31.05.2016 18:50,2851330,20.2,23.675588
31.05.2016 20:02,2855634,20,24.56517
31.05.2016 21:14,2859938,20,24.412794
31.05.2016 22:26,2864242,20.6,24.358804
31.05.2016 23:37,2868546,19.2,24.599687
01.06.2016 00:49,2872850,19,23.887553
01.06.2016 01:49,2876459,19,23.742878
01.06.2016 02:49,2880068,18.8,23.699006
01.06.2016 03:50,2883677,18,23.560891
01.06.2016 04:50,2887287,17,23.54753
01.06.2016 05:50,2890896,17.6,23.80044
01.06.2016 06:50,2894506,19.6,24.55008
01.06.2016 07:55,2898425,23,25.87583
01.06.2016 09:01,2902345,24,27.874487
01.06.2016 10:06,2906265,21,28.642873
01.06.2016 11:11,2910185,21,27.206228
01.06.2016 12:17,2914105,20.2,27.196242
01.06.2016 13:22,2918025,20,26.685649
01.06.2016 14:27,2921945,21.7,26.370713
01.06.2016 15:33,2925865,21.2,26.85876
01.06.2016 16:38,2929785,19.3,26.193194
01.06.2016 17:43,2933705,17.4,24.58748
01.06.2016 18:49,2937625,17.2,22.876254
01.06.2016 20:01,2941937,17.1,22.662802
01.06.2016 21:12,2946250,16.6,22.557244
01.06.2016 22:24,2950563,17,22.240326
01.06.2016 23:36,2954876,15.2,22.362957
02.06.2016 00:48,2959189,15,21.430744
02.06.2016 01:48,2962797,15,22.51495
02.06.2016 02:48,2966405,14.7,22.048458
02.06.2016 03:49,2970013,15,21.911906
02.06.2016 04:49,2973621,15,24.091555
02.06.2016 05:49,2977229,17,27.136932
02.06.2016 06:49,2980837,19,31.997353
02.06.2016 07:49,2984443,19,35.477212
02.06.2016 08:49,2988050,19.4,37.00913
02.06.2016 09:49,2991657,19,38.554564
02.06.2016 10:49,2995264,20,38.902258
02.06.2016 11:50,2998871,19.7,39.8537
02.06.2016 12:50,3002478,20,39.118064
02.06.2016 14:01,3006786,20,38.127204
02.06.2016 15:13,3011094,19,36.175708
02.06.2016 16:25,3015402,19,32.71718
02.06.2016 17:37,3019710,17.8,28.946769
02.06.2016 18:49,3024018,18,24.378347
02.06.2016 20:01,3028332,18,24.456221
02.06.2016 21:12,3032646,17.4,24.248925
02.06.2016 22:24,3036960,18,23.862963
02.06.2016 23:36,3041274,16.6,24.103404
03.06.2016 00:48,3045588,17,23.293036
03.06.2016 01:48,3049188,16,23.517174
03.06.2016 02:48,3052788,16.4,22.91791
03.06.2016 03:48,3056388,16,23.119625
03.06.2016 04:48,3059988,17,24.829509
03.06.2016 05:48,3063588,18.5,29.20616
03.06.2016 06:48,3067189,20,32.739268
03.06.2016 07:48,3070798,19,36.33679
03.06.2016 08:48,3074408,20.2,37.191545
03.06.2016 09:49,3078018,20,39.580524
03.06.2016 10:49,3081628,20,39.713033
03.06.2016 11:49,3085238,20,40.070742
03.06.2016 12:49,3088848,20,39.629874
03.06.2016 14:01,3093156,20,38.456351
03.06.2016 15:13,3097464,20.1,36.241667
03.06.2016 16:25,3101772,20,33.410008
03.06.2016 17:36,3106080,18.6,29.556699
03.06.2016 18:48,3110389,18,25.003995
03.06.2016 20:00,3114708,18,24.618959
03.06.2016 21:12,3119028,18.1,24.498525
03.06.2016 22:24,3123348,18,24.423012
03.06.2016 23:36,3127668,18.1,24.264296
04.06.2016 00:48,3131988,18,24.223655
04.06.2016 01:48,3135588,18,24.0958
04.06.2016 02:48,3139188,17.9,24.039736
04.06.2016 03:48,3142788,18,23.927153
04.06.2016 04:48,3146388,18,26.24349
04.06.2016 05:48,3149988,17.7,29.96578
04.06.2016 06:48,3153588,18,32.598909
04.06.2016 07:48,3157188,18,35.00709
04.06.2016 08:48,3160788,16.8,36.872865
04.06.2016 09:48,3164388,17,37.450518
04.06.2016 10:48,3167988,17,38.401171
04.06.2016 11:48,3171588,17.4,38.523989
04.06.2016 12:48,3175188,18,38.476492
04.06.2016 13:48,3178788,18,37.855107
04.06.2016 14:48,3182388,17.1,36.408047
04.06.2016 15:48,3185988,17,33.700502
04.06.2016 16:48,3189588,17,30.955928
04.06.2016 17:48,3193188,17.7,27.670913
04.06.2016 18:48,3196788,17,24.688775
04.06.2016 19:48,3200388,17,24.198897
04.06.2016 20:48,3203988,17.6,24.108516
04.06.2016 21:48,3207588,18,24.29368
04.06.2016 22:48,3211188,17,23.76459
04.06.2016 23:48,3214788,17.3,23.902308
05.06.2016 00:48,3218388,17,23.643207
05.06.2016 01:48,3221990,17,23.596017
05.06.2016 02:48,3225593,17.1,23.576503
05.06.2016 03:48,3229195,17,25.548594
05.06.2016 04:48,3232798,17,29.134494
05.06.2016 05:48,3236401,18.3,32.866872
05.06.2016 06:48,3240004,18,35.728363
05.06.2016 08:00,3244320,19,38.150972
05.06.2016 09:12,3248637,19.9,39.975173
05.06.2016 10:24,3252954,20,40.202558
05.06.2016 11:36,3257271,20.6,40.264464
05.06.2016 12:48,3261588,21,39.469419
05.06.2016 13:48,3265188,21,37.851542
05.06.2016 14:48,3268788,20.6,35.533062
05.06.2016 15:48,3272388,20,32.387537
05.06.2016 16:48,3275988,19,28.587902
05.06.2016 17:48,3279588,19.5,25.633617
05.06.2016 18:48,3283188,19,25.21077
05.06.2016 19:48,3286788,18,24.638937
05.06.2016 20:48,3290388,18.3,24.742389
05.06.2016 21:48,3293988,18,24.458676
05.06.2016 22:48,3297588,18,24.396325
05.06.2016 23:48,3301188,16.8,23.739198
06.06.2016 00:48,3304788,17,23.82862
06.06.2016 01:48,3308388,17,23.716071
06.06.2016 02:48,3311988,16.6,23.453096
06.06.2016 03:48,3315588,17,25.984289
06.06.2016 04:48,3319188,17,29.450081
06.06.2016 05:48,3322788,15.6,31.360194
06.06.2016 06:48,3326389,21,37.897218
06.06.2016 07:48,3329989,20,37.971147
06.06.2016 08:48,3333589,20.7,40.108787
06.06.2016 09:48,3337189,20,40.252675
06.06.2016 10:48,3340789,21,41.196163
06.06.2016 11:48,3344389,20.5,40.320644
06.06.2016 12:48,3347989,22,40.52285
06.06.2016 13:48,3351592,20,37.249796
06.06.2016 14:48,3355196,21.5,36.480648
06.06.2016 15:48,3358800,21,33.178599
06.06.2016 16:48,3362404,21,29.754434
06.06.2016 17:48,3366008,20.3,26.088059
06.06.2016 18:49,3369612,20,25.749655
06.06.2016 20:00,3373927,19,25.149762
06.06.2016 21:12,3378242,19.1,25.138882
06.06.2016 22:24,3382557,19,24.964207
06.06.2016 23:36,3386872,18,24.400898
07.06.2016 00:48,3391188,18,24.383536
07.06.2016 01:48,3394793,18,24.297102
07.06.2016 02:48,3398398,17.1,23.795066
07.06.2016 03:48,3402003,17,25.908332
07.06.2016 04:48,3405608,18,29.742102
07.06.2016 05:49,3409213,19.8,34.144104
07.06.2016 06:49,3412818,22,38.311029
07.06.2016 08:01,3417136,21,39.194171
07.06.2016 09:13,3421455,21.2,40.809914
07.06.2016 10:25,3425773,22,41.554526
07.06.2016 11:37,3430092,21.8,41.051941
07.06.2016 12:49,3434411,22,40.094734
07.06.2016 14:00,3438726,21,37.437747
07.06.2016 15:12,3443041,22.7,35.882639
07.06.2016 16:24,3447357,23,32.047447
07.06.2016 17:36,3451672,21.6,26.871685
07.06.2016 18:48,3455988,21,26.395597
07.06.2016 19:48,3459588,21,26.315687
07.06.2016 20:48,3463188,20.5,25.969238
07.06.2016 21:48,3466788,20,25.668062
07.06.2016 22:48,3470388,20,25.61227
07.06.2016 23:48,3473988,19.3,25.184615
08.06.2016 00:48,3477588,19,25.011917
08.06.2016 01:48,3481194,19,24.947687
08.06.2016 02:48,3484800,18.6,24.682981
08.06.2016 03:48,3488406,19,27.219592
08.06.2016 04:49,3492013,19,30.580875
08.06.2016 05:49,3495619,20.6,34.794076
08.06.2016 06:49,3499226,21,27.575106
08.06.2016 08:00,3503479,23,29.006304
08.06.2016 09:11,3507732,24.2,29.918446
08.06.2016 10:21,3511986,25,50.169487
08.06.2016 11:22,3515612,26,42.338047
08.06.2016 12:22,3519238,26.8,43.76796
08.06.2016 13:23,3522864,28,42.941916
08.06.2016 14:23,3526491,28,40.928488
08.06.2016 15:24,3530117,26.8,37.935248
08.06.2016 16:24,3533743,27,35.146424
08.06.2016 17:24,3537369,20,27.355467
08.06.2016 18:25,3540996,17.9,25.184711
08.06.2016 19:25,3544622,18,25.264751
08.06.2016 20:26,3548248,18,25.077302
08.06.2016 21:26,3551874,17.5,24.725691
08.06.2016 22:27,3555501,17,24.39915
08.06.2016 23:27,3559129,17,24.321389
09.06.2016 00:28,3562758,17,24.218391
09.06.2016 01:28,3566387,17,24.127782
09.06.2016 02:29,3570016,17,24.045352
09.06.2016 03:29,3573645,17.3,25.439999
09.06.2016 04:30,3577273,18,29.533853
09.06.2016 05:30,3580902,18,32.231584
09.06.2016 06:31,3584531,19,35.543242
09.06.2016 07:31,3588160,20,37.991816
09.06.2016 08:31,3591789,20.7,39.829308
09.06.2016 09:32,3595418,22,41.478819
09.06.2016 10:32,3599047,23,41
